2023-10-21 16:41:57.147 | INFO     | __main__:start_params:10 - Bot started
2023-10-21 16:42:04.741 | WARNING  | __main__:<module>:28 - Бот остановлен
2023-10-21 17:16:30.012 | INFO     | __main__:start_params:11 - Bot started
2023-10-21 17:17:00.225 | WARNING  | __main__:<module>:31 - Bot stopped
2023-10-21 17:18:44.400 | INFO     | __main__:start_params:13 - Bot started
2023-10-21 17:18:50.550 | WARNING  | __main__:<module>:33 - Bot stopped
2023-10-21 17:19:09.048 | INFO     | __main__:start_params:13 - Bot started
2023-10-21 17:19:28.877 | WARNING  | __main__:<module>:33 - Bot stopped
2023-10-21 18:08:07.374 | INFO     | __main__:start_params:15 - Bot started
2023-10-21 18:08:24.163 | WARNING  | __main__:<module>:35 - Bot stopped
2023-10-21 18:23:54.935 | INFO     | __main__:start_params:17 - Bot started
2023-10-21 18:24:18.811 | WARNING  | __main__:<module>:37 - Bot stopped
2023-10-21 18:24:28.261 | INFO     | __main__:start_params:17 - Bot started
2023-10-21 18:24:48.543 | WARNING  | __main__:<module>:37 - Bot stopped
2023-10-21 18:24:51.428 | INFO     | __main__:start_params:17 - Bot started
2023-10-21 18:27:05.099 | WARNING  | __main__:<module>:37 - Bot stopped
2023-10-21 18:31:44.226 | INFO     | __main__:start_params:18 - Bot started
2023-10-22 04:48:45.902 | WARNING  | __main__:<module>:38 - Bot stopped
2023-10-22 04:52:30.074 | INFO     | __main__:start_params:18 - Bot started
2023-10-22 04:53:00.111 | WARNING  | __main__:<module>:38 - Bot stopped
2023-10-22 04:56:14.711 | INFO     | __main__:start_params:18 - Bot started
2023-10-22 04:56:32.343 | WARNING  | __main__:<module>:38 - Bot stopped
2023-10-22 04:57:42.882 | INFO     | __main__:start_params:18 - Bot started
2023-10-22 04:57:57.105 | WARNING  | __main__:<module>:38 - Bot stopped
2023-10-22 05:05:58.110 | INFO     | __main__:start_params:20 - Bot started
2023-10-22 05:19:52.109 | WARNING  | __main__:<module>:40 - Bot stopped
2023-10-22 05:19:55.606 | INFO     | __main__:start_params:20 - Bot started
2023-10-22 05:24:25.145 | WARNING  | __main__:<module>:40 - Bot stopped
2023-10-22 05:24:27.322 | INFO     | __main__:start_params:20 - Bot started
2023-10-22 05:33:12.297 | WARNING  | __main__:<module>:40 - Bot stopped
2023-10-22 05:35:32.405 | INFO     | __main__:start_params:20 - Bot started
2023-10-22 05:36:53.083 | WARNING  | __main__:<module>:40 - Bot stopped
2023-10-22 05:36:55.830 | INFO     | __main__:start_params:20 - Bot started
